Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2015-10-16 00:00:00-04:00,96.18000030517578,97.58999633789062,95.3499984741211,97.54000091552734,96.9423828125,25412900,0.0,0.0
2015-10-19 00:00:00-04:00,97.18000030517578,98.56999969482422,96.91999816894531,98.47000122070312,97.86668395996094,23729900,0.0,0.0
2015-10-20 00:00:00-04:00,98.7300033569336,99.58999633789062,96.55999755859375,97.0,96.40568542480469,30881800,0.0,0.0
2015-10-21 00:00:00-04:00,97.37000274658203,98.18000030517578,96.47000122070312,97.11000061035156,96.51502227783203,21917800,0.0,0.0
2015-10-22 00:00:00-04:00,97.79000091552734,99.7300033569336,97.55000305175781,99.66999816894531,99.05933380126953,26392100,0.0,0.0
2015-10-23 00:00:00-04:00,101.91000366210938,102.8499984741211,100.16000366210938,102.19000244140625,101.56389617919922,42809700,0.0,0.0
2015-10-26 00:00:00-04:00,102.19999694824219,103.80999755859375,101.55000305175781,103.7699966430664,103.13420104980469,25961200,0.0,0.0
2015-10-27 00:00:00-04:00,102.94000244140625,104.0999984741211,102.4000015258789,103.69999694824219,103.06462860107422,23795500,0.0,0.0
2015-10-28 00:00:00-04:00,103.9000015258789,104.4800033569336,102.91999816894531,104.19999694824219,103.56156921386719,24081500,0.0,0.0
2015-10-29 00:00:00-04:00,103.95999908447266,105.12000274658203,103.5199966430664,104.87999725341797,104.23741149902344,20316700,0.0,0.0
2015-10-30 00:00:00-04:00,104.51000213623047,104.72000122070312,101.6500015258789,101.97000122070312,101.3452377319336,33487100,0.0,0.0
2015-11-02 00:00:00-05:00,101.72000122070312,103.47000122070312,101.18000030517578,103.30999755859375,102.67703247070312,24003900,0.0,0.0
2015-11-03 00:00:00-05:00,103.22000122070312,103.6500015258789,102.4000015258789,102.58000183105469,101.95150756835938,21242300,0.0,0.0
2015-11-04 00:00:00-05:00,103.19000244140625,104.13999938964844,102.4800033569336,103.94000244140625,103.30316162109375,43469300,0.0,0.0
2015-11-05 00:00:00-05:00,108.80000305175781,110.6500015258789,107.94999694824219,108.76000213623047,108.09363555908203,63232900,0.0,0.0
2015-11-06 00:00:00-05:00,108.04000091552734,108.73999786376953,105.91000366210938,107.0999984741211,106.44379425048828,35084300,0.0,0.0
2015-11-09 00:00:00-05:00,107.0,108.25,105.86000061035156,106.48999786376953,105.83753204345703,26383500,0.0,0.0
2015-11-10 00:00:00-05:00,105.95999908447266,108.1500015258789,105.23999786376953,107.91000366210938,107.24884796142578,25031700,0.0,0.0
2015-11-11 00:00:00-05:00,108.2699966430664,109.87000274658203,107.11000061035156,109.01000213623047,108.34210968017578,25057100,0.0,0.0
2015-11-12 00:00:00-05:00,108.4800033569336,109.38999938964844,108.0,108.0199966430664,107.35816192626953,20924700,0.0,0.0
2015-11-13 00:00:00-05:00,107.70999908447266,108.25,103.83000183105469,103.94999694824219,103.31310272216797,30278400,0.0,0.0
2015-11-16 00:00:00-05:00,103.31999969482422,104.16999816894531,100.47000122070312,104.04000091552734,103.40254974365234,49309200,0.0,0.0
2015-11-17 00:00:00-05:00,104.62000274658203,106.19999694824219,104.13999938964844,105.12999725341797,104.48587036132812,26807200,0.0,0.0
2015-11-18 00:00:00-05:00,105.80000305175781,107.87999725341797,105.38999938964844,107.7699966430664,107.10971069335938,23836500,0.0,0.0
2015-11-19 00:00:00-05:00,107.36000061035156,107.7300033569336,105.94999694824219,106.26000213623047,105.60894775390625,25520600,0.0,0.0
2015-11-20 00:00:00-05:00,106.83999633789062,107.87000274658203,106.62000274658203,107.31999969482422,106.66246795654297,22129600,0.0,0.0
2015-11-23 00:00:00-05:00,107.19000244140625,107.47000122070312,106.08000183105469,106.94999694824219,106.29472351074219,19897200,0.0,0.0
2015-11-24 00:00:00-05:00,106.0,106.48999786376953,104.38999938964844,105.73999786376953,105.09213256835938,23577300,0.0,0.0
2015-11-25 00:00:00-05:00,106.33000183105469,106.5999984741211,105.0999984741211,105.41000366210938,104.76416778564453,15150800,0.0,0.0
2015-11-27 00:00:00-05:00,105.77999877929688,105.95999908447266,104.86000061035156,105.44999694824219,104.80391693115234,5913100,0.0,0.0
2015-11-30 00:00:00-05:00,105.83999633789062,106.0999984741211,103.75,104.23999786376953,103.60132598876953,20383200,0.0,0.0
2015-12-01 00:00:00-05:00,104.83000183105469,107.1500015258789,104.5,107.12000274658203,106.46369171142578,22781900,0.0,0.0
2015-12-02 00:00:00-05:00,107.0,107.91999816894531,105.79000091552734,106.06999969482422,105.42011260986328,24429100,0.0,0.0
2015-12-03 00:00:00-05:00,106.2699966430664,106.8499984741211,103.3499984741211,104.37999725341797,103.74047088623047,23236500,0.0,0.0
2015-12-04 00:00:00-05:00,104.80999755859375,107.7300033569336,104.11000061035156,106.18000030517578,105.5294418334961,21224700,0.0,0.0
2015-12-07 00:00:00-05:00,106.4800033569336,106.83000183105469,104.66000366210938,105.61000061035156,104.96293640136719,15474900,0.0,0.0
2015-12-08 00:00:00-05:00,104.0,106.91000366210938,103.94999694824219,106.48999786376953,105.83753204345703,20401800,0.0,0.0
2015-12-09 00:00:00-05:00,106.18000030517578,106.44000244140625,103.55000305175781,104.5999984741211,103.95912170410156,23517300,0.0,0.0
2015-12-10 00:00:00-05:00,105.05000305175781,106.4000015258789,104.41000366210938,105.41999816894531,104.77409362792969,17454300,0.0,0.0
2015-12-11 00:00:00-05:00,104.1500015258789,104.33999633789062,101.91000366210938,102.12000274658203,101.49433135986328,26427700,0.0,0.0
2015-12-14 00:00:00-05:00,102.29000091552734,104.73999786376953,101.45999908447266,104.66000366210938,104.01875305175781,24648100,0.0,0.0
2015-12-15 00:00:00-05:00,105.30000305175781,105.80000305175781,104.27999877929688,104.55000305175781,103.90943145751953,21764300,0.0,0.0
2015-12-16 00:00:00-05:00,105.37000274658203,107.08999633789062,104.19000244140625,106.79000091552734,106.13569641113281,22680500,0.0,0.0
2015-12-17 00:00:00-05:00,107.48999786376953,107.75,106.12999725341797,106.22000122070312,105.56919860839844,21675700,0.0,0.0
2015-12-18 00:00:00-05:00,106.08000183105469,106.58999633789062,103.97000122070312,104.04000091552734,103.40254974365234,35994200,0.0,0.0
2015-12-21 00:00:00-05:00,104.91000366210938,105.1500015258789,103.5999984741211,104.7699966430664,104.1280746459961,16138800,0.0,0.0
2015-12-22 00:00:00-05:00,105.22000122070312,105.66000366210938,104.80999755859375,105.51000213623047,104.8635482788086,14597100,0.0,0.0
2015-12-23 00:00:00-05:00,105.88999938964844,106.11000061035156,103.86000061035156,104.62999725341797,103.98893737792969,19599700,0.0,0.0
2015-12-24 00:00:00-05:00,104.73999786376953,105.31999969482422,104.5,105.0199966430664,104.37655639648438,6501800,0.0,0.0
2015-12-28 00:00:00-05:00,105.0199966430664,105.9800033569336,104.52999877929688,105.93000030517578,105.28096771240234,13069700,0.0,0.0
2015-12-29 00:00:00-05:00,106.41999816894531,107.73999786376953,106.25,107.26000213623047,106.60282135009766,17179900,0.0,0.0
2015-12-30 00:00:00-05:00,107.0,107.25,106.05999755859375,106.22000122070312,105.56919860839844,13115000,0.0,0.0
2015-12-31 00:00:00-05:00,106.0,106.16999816894531,104.62000274658203,104.66000366210938,104.01875305175781,18391100,0.0,0.0
2016-01-04 00:00:00-05:00,101.94999694824219,102.23999786376953,99.75,102.22000122070312,101.59371185302734,37912400,0.0,0.0
2016-01-05 00:00:00-05:00,102.88999938964844,103.70999908447266,101.66999816894531,102.7300033569336,102.10059356689453,23258200,0.0,0.0
2016-01-06 00:00:00-05:00,101.12999725341797,103.7699966430664,100.9000015258789,102.97000122070312,102.339111328125,25096200,0.0,0.0
2016-01-07 00:00:00-05:00,100.5,101.43000030517578,97.30000305175781,97.91999816894531,97.32005310058594,45172900,0.0,0.0
2016-01-08 00:00:00-05:00,99.87999725341797,100.5,97.02999877929688,97.33000183105469,96.7336654663086,35402300,0.0,0.0
