Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2015-10-16 00:00:00-04:00,97.87000274658203,98.30999755859375,97.4000015258789,98.23999786376953,74.39990234375,9495300,0.0,0.0
2015-10-19 00:00:00-04:00,98.05000305175781,98.19999694824219,97.30999755859375,97.94000244140625,74.17267608642578,8725400,0.0,0.0
2015-10-20 00:00:00-04:00,97.94999694824219,98.25,97.30999755859375,97.58999633789062,73.9076156616211,6041800,0.0,0.0
2015-10-21 00:00:00-04:00,97.63999938964844,98.22000122070312,97.06999969482422,97.62999725341797,73.93792724609375,7059800,0.0,0.0
2015-10-22 00:00:00-04:00,97.8499984741211,99.80999755859375,97.12999725341797,99.52999877929688,75.3768310546875,9887900,0.0,0.0
2015-10-23 00:00:00-04:00,99.87999725341797,100.87999725341797,99.52999877929688,100.30999755859375,75.96757507324219,9178900,0.0,0.0
2015-10-26 00:00:00-04:00,100.05000305175781,100.27999877929688,99.48999786376953,99.94000244140625,75.68736267089844,7561600,0.0,0.0
2015-10-27 00:00:00-04:00,99.91999816894531,100.9000015258789,99.69999694824219,100.19000244140625,75.87670135498047,8883200,0.0,0.0
2015-10-28 00:00:00-04:00,100.44999694824219,100.4800033569336,99.5,100.4800033569336,76.09632873535156,7256300,0.0,0.0
2015-10-29 00:00:00-04:00,100.47000122070312,101.52999877929688,100.12000274658203,101.37000274658203,76.77032470703125,6340700,0.0,0.0
2015-10-30 00:00:00-04:00,101.52999877929688,102.12000274658203,101.01000213623047,101.02999877929688,76.51283264160156,10520300,0.0,0.0
2015-11-02 00:00:00-05:00,101.18000030517578,102.33999633789062,100.83999633789062,102.16999816894531,77.37620544433594,6297900,0.0,0.0
2015-11-03 00:00:00-05:00,101.83999633789062,102.30000305175781,101.11000061035156,101.95999908447266,77.2171630859375,6229200,0.0,0.0
2015-11-04 00:00:00-05:00,101.9000015258789,102.38999938964844,101.69000244140625,101.94000244140625,77.2020034790039,5592300,0.0,0.0
2015-11-05 00:00:00-05:00,102.25,102.48999786376953,101.41999816894531,102.33000183105469,77.49736785888672,6545600,0.0,0.0
2015-11-06 00:00:00-05:00,101.56999969482422,101.91999816894531,100.86000061035156,101.91999816894531,77.18687438964844,6221100,0.0,0.0
2015-11-09 00:00:00-05:00,101.38999938964844,101.58999633789062,100.55000305175781,100.83999633789062,76.36892700195312,6625900,0.0,0.0
2015-11-10 00:00:00-05:00,101.0,101.76000213623047,100.68000030517578,101.44999694824219,76.8309097290039,5114200,0.0,0.0
2015-11-11 00:00:00-05:00,101.77999877929688,102.36000061035156,101.5,101.86000061035156,77.14142608642578,6284700,0.0,0.0
2015-11-12 00:00:00-05:00,101.13999938964844,101.61000061035156,100.22000122070312,100.2699966430664,75.93724060058594,6918700,0.0,0.0
2015-11-13 00:00:00-05:00,100.04000091552734,100.94000244140625,99.73999786376953,99.87999725341797,75.64191436767578,8517500,0.0,0.0
2015-11-16 00:00:00-05:00,100.37999725341797,101.29000091552734,100.04000091552734,101.22000122070312,76.65673828125,5755800,0.0,0.0
2015-11-17 00:00:00-05:00,100.37999725341797,101.70999908447266,100.37999725341797,101.5,76.8687744140625,5124000,0.0,0.0
2015-11-18 00:00:00-05:00,101.52999877929688,102.80000305175781,101.30999755859375,102.66999816894531,77.75484466552734,7148400,0.0,0.0
